,review_id,user_id,business_id,stars,useful,funny,cool,text,date
868124,5pwVsnteWW4jb-581vIfKw,Sg_BvnTHsbc1AABiJjaiPA,IORvbG2rAIVJ-1d148cCmg,2,3,0,0,"Went around 1230-2am on a Saturday night. There weren't many people on the dance floor, but there were people scattered around the lounge on the different floors. It's a HUGE space. Towards the end of the night there were more people on the dance floor but it's nothing like Woody's. I didn't like that people could smoke in there either.",2010-04-03 04:57:10
870137,ohY4MEXPocMq9MsewmQpLw,KIa9E4XQzCgHdRXE46GbWA,IORvbG2rAIVJ-1d148cCmg,1,2,0,0,"***Review for Voyeur as a concert venue only...***

Really terrible. Veronica Falls opening for Dum Dum Girls. DDG are  fairly popular but I guess other small-to-mid venues this night didn't fit their schedule--so they ended up in a disco.

First, it was only $10--I was shocked. Then I found out why it was so cheap. Too loud, smoking really is nasty (if you don't smoke), and--here's the kicker--the club was still open as a dance club in the adjacent back room of the club--so you can hear a deejay blasting dance music at the same time as the concert? Are you freakin' completely stupid? Ruined the sound. A joke and I feel bad for DDG and VF although at least they got their music out there and people seemed to enjoy themselves. not even worth the $10 but I would see this bill for a lot more at a real venue.

Never again.",2012-02-11 19:49:53
875871,vv4RbEJgn8ZlVnW9G0SkyA,cRFE3tQi_8BdM-mULqyolw,IORvbG2rAIVJ-1d148cCmg,2,0,0,0,Was in Philly on vacation and decided to hit this place up. The cover was $10 and the place was empty. 30 people at the most. They played only one style of music. Wasn't as fun as people that lived there said it would be.,2017-03-08 20:45:36
882667,0WyPl8X_V_1sXYK98ilDgg,4U2xVaKZSYG2lvUj0raLjA,IORvbG2rAIVJ-1d148cCmg,4,1,0,0,"Stumbled into PURE after running into one of the clubs promoters walking his dogs late at night on our way home from dinner in old city...he was absolutely charming and invited our group of couples to meet him at PURE for some late night fun. Not quite ready to end the evening, we accepted his invitation and found ourselves in a sea of techno and late night festivities. DC gay bars really just don't compare- If I was a gay, I would be a moth to a flame. We ended up having a pretty wild night here, dancing until the music stopped, but it was a great end to a great weekend. We were so grateful for our hosts thoughtful invitation to explore a different side of philadelphia nightlife!",2008-06-23 20:16:32
882846,-r-r67zC8G93nhAGjP74nw,IoEJBuQ8mhFgxvQS8E8eDw,IORvbG2rAIVJ-1d148cCmg,3,0,12,4,My clothes still smell like cigarette smoke and sadness from last night.,2009-06-25 03:01:14
882905,AfenYpsDm5xTE3GACYa-pQ,BQ7EW3eW5omjd311opDkjA,IORvbG2rAIVJ-1d148cCmg,3,1,0,0,"I actually really like Voyeur as a club. I love how there's three levels, I dunno if security is still the same but I've never had a problem with them. The drag shows are awesome. However, I have also been stolen from while at this venue. It really wasn't anything of value, so it's not a big deal, but I'm definitely super cautious and generally won't carry a lot of things with me when I come here.

Depending on the event, the music is generally good. Sometimes it's definitely not my taste but I'm picky about what I wanna hear at a club. Bathrooms are unisex and dirty. You definitely want to hover while using the toilet or you will get pee on your butt. 

The club itself has a lot of space which is awesome, but some patrons are really rude. People on the dance floor can be careless as I've been burned by cigarettes...

I'll be back again.",2016-02-05 08:32:48
886022,HqLx06NACUwSgzBwXG6SSw,UIjj3q9Ackxkip6Fd7bFdQ,IORvbG2rAIVJ-1d148cCmg,1,7,3,1,"Voyeur is the most incompetent, inconsiderate music venue in Philadelphia.  A month or two ago my friends and I bought tickets to see Robyn at Voyeur.  Subsequently, a friend of mine, who was visiting from LA, wanted to get tickets a few weeks ago.  However, at that point, tickets were no longer being sold online, only at the door, which was totally fine with us.  

Now, the problem started when I called two days before the show and specifically told the person my friend was visiting me from out of town and asked when and what time we could purchase a ticket for her.  I was told we could purchase tickets when the door opens at 10pm.  To be safe, we got there at 9:30pm and waited in line.  It wasn't until 10:30-11pm that Voyeur starts telling everyone in line that the show was sold out when no one even purchased tickets at the door yet.  We asked how this could be since no one purchased tickets in line yet and we were told that they opened at 6pm to sell tickets and that's when it sold out.  Thanks to Voyeur, I had to sell my ticket because my friend from out of town could not get one.  

So, the moral of the story is that no one at Voyeur knows or, if they do know, cares to tell people when tickets at the door actually go on sale.  Get there early no matter what someone from Voyeur tells you.  Great policy!",2012-07-06 14:08:35
886755,FtX4m2uPkW_jc-m3o0lucQ,RwnUY7c62s7I3mgwS-Xs1w,IORvbG2rAIVJ-1d148cCmg,1,0,0,0,"First let me say this is less a review of the establishment itself, but rather our  experience one specific night. I wouldn't be compelled to write this review except for the fact that I have read similar accounts months back from strangers and have also heard stories from friends alike and something NEEDS to be done to stop this, whether by the police or the club owners/management. My wallet and my friends wallet were stolen at Voyeur roughly a month back...my friend's phone was also stolen. The reason I am certain of this is that our empty wallets (well besides useless cards and receipts) were later obtained from the club itself; however, all credit/debit cards and forms of ID were removed and the same purchases had been made on all of our credit cards. It was a very sketchy situation altogether. If I hadn't read the other reviews or spoken with friends and friends of friends who had similar incidents occur at this same establishment at various times, I would not be concerned and write it off as a petty criminal targeting girls who were not so observant after a couple drinks and trying to have a fun carefree night;  however, there is obviously a trend here. To clarify, I am not saying that Voyeur is directly involved, but the management's response to this was basically I'm so sorry this happened to you, it could happen anywhere and I always tell girls to be careful with their purses. I was very appreciative of the apology; however, in retrospect and with hearing all of these other similar stories I would've immediately said yes, this COULD happen anywhere but it happened HERE and has happened here multiple times so you have a responsibility to address it so that your guests feel safe enough to come again...after all it is a fun place with great music and atmosphere! I don't know the exact answer but someone needs to carefully review security tapes or tighten security so that this does not continue to happen. Word to the wise, please be very mindful of your personal belongings at Voyeur!",2014-12-11 05:16:51
887849,CXGK3aaAFkHyjmzDlK1teQ,fD14WAdRrqOnGJQBgy33rQ,IORvbG2rAIVJ-1d148cCmg,4,4,1,4,"Honestly, I was a bit apprehensive about coming here after reading the comments. My friends and I were going to be attending a Making Time event and I was thinking I would be facing unfriendly bartenders and mingling amongst members who weren't thrilled about the guests coming in for special events.

Not true at all. The club was fun, the bartenders were pretty friendly (the one downstairs was a bit surly but the ones upstairs were super nice) and drinks weren't as bad as I expected once the free special ran out downstairs. I got a rum and coke for $6 and it was pretty strong... that price is kind of normal for a club anyway. I've had drinks the same size and price at Shampoo and other clubs and you can barely taste the alcohol. 

The only reason I'm not giving it a full 5 stars is because they wouldn't let us in on time. The event started at 9 and we were told we wouldn't be let in until 10:30... even though the free drink specials were only from 9-11. That was a bit annoying, but they went ahead and let us in around 9:45 I believe, so we still had plenty of drinking time. 

That being said, the Making Time event was Midnight Juggernauts and Die Antwoord, and MAN! What a show! the crowd was mainly hipsters, which I expected, but everyone was friendly, polite, and rocked out like maniacs. 

I'd totally see a show there again. 

Oh and I better make note- Its air conditioned upstairs but it gets REALLY hot up there when everyone packs in like sardines for the show. You will sweat your ass off, so be prepared.",2010-07-24 17:09:51
891007,vJdyrVGch11LmCkNr4Lc1w,ZXCGLSEIJfV_g_MbDs4CYQ,IORvbG2rAIVJ-1d148cCmg,1,4,0,0,"This place is the worst!! Oh god, you don't have a membership here you'll pay big. $15 for two hours? You got to be crazy. This place is not hip and I'm not in manhatten where I wouldn't mind spending $15, 20, or 30 to get into a club all night. This is not NYC and not the crowd. It's empty and anyone in this place are mostly drunk. God, are there any place to go without anyone nickle and diming you?",2012-10-29 01:10:16
900050,gTYHAIm_BtHzzraJCMJPsQ,Kmp-wN5bcRfrUzwpAeFGUA,IORvbG2rAIVJ-1d148cCmg,1,2,0,0,"Fun place, but not safe. I wore a zippered cross-body purse on the dance floor and was pick-pocketed (wallet and phone). The staff did not seem surprised and the police officer I spoke with said that this is an ongoing problem. Will never feel safe going back. I don't generally write reviews, but wanted to share for the greater good.",2016-04-17 12:46:08
900873,QBfTs7crF-aK3NYQrd19Qw,YI0M1tTcrBBkGTQip4M3sg,IORvbG2rAIVJ-1d148cCmg,4,9,6,6,"This place is pretty nuts straight up. 

So its open late, like really late and people really do dance well here. Its just nice to see A LOT of people able to dance well rather than most people grinding and a few people dancing face to face and of that, only a third of them actually being able to dance well opposed to people who think they can dance because they are drunk.

The music is very good just for party mentality and the venue itself is very big and open on the main dance floor which l usually chill at. Go upstairs and look down at the dance floor and just the venue as a whole. It's nice to take it all in.

If you're homophobic or dont know the reputation of this place.... well its primarily a gay club. Unisex bathrooms and drag queens. If that bothers you, dont go here. Also sometimes people may mistake you for being gay since you are at a gay club after all and may put their arm around your waist(which is a bit much for me but l dont blame them since lm there). Just jokingly tell them 'haha lm sorry lm w the girls' and they're cool about it. However..... if they notice you're homophobic and uncomfortable, people will have fun w you lol. Short story, after one club, the girls we were w still wanted to dance and knew people so we'd get in free at Voyeur so we all went. One of my friends brought his buddy who was homophobic and was obviously uncomfortable there. Guys flirted w him obnoxiously hard as entertainment and one guy even walked up to him and kissed him on the cheek and he freaked out. l thought it was funny because he was making himself a target for being too obvious he was uncomfortable. 

Entertainment wise, this place is ridiculous. lm always entertained when l see a hardcore Drag Queen come out and go nuts. Its the same thing when Umpa Lumpa's and Stormtroopers are running around a club. Its just entertainment. 

Pretty much, if you feel like staying out late and dancing and you're not homophobic, you'll have a great time here. Oh yea the drinks are cheap which is a nice bonus.

l also hope l didnt offend anyone w this post as that is not my intent. Just giving people who would be uncomfortable there a heads up.",2013-02-27 22:13:26
901675,z_l6xYyn0w3iUdk1n0kG7Q,B8tYxI7xy9AEIJCoPt1o4w,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,"I love Voyeur and have been dozens of times with mostly positive experiences. As of a month ago, it was slightly revamped and classed-up which I appreciated. Some tips to maximize your experience: don't go to Voyeur before 1 am. Don't expect to not pay a $15 cover. Don't go if you don't want to dance your pants off. Go because you are awesome and want to party. It is a great time, with three levels and 3 dance areas (currently). The basement has more of a funk music vibe. The main floor is big and spacious with copious strobe lighting which is my most favorite and a large surface in the middle for people to dance on. The DJ was awesome the last Friday I attended, housey and unique remixes. The upstairs used to be the hip-hop room and I am not sure what it is now. The drinks are expensive; it's a night club. Wear literally whatever you want, I have only ever met nice and welcoming people there.",2015-08-16 23:45:25
905224,D-BmwckFKltAf42ndr9NjQ,mNNbmlClOEOzyHnyqFGPfg,IORvbG2rAIVJ-1d148cCmg,1,4,1,0,"Security is the worst and wouldn't let me have my bag with plenty of identifiable info on it back. They literally stole $1,000+ from me, including my prescriptions.",2016-07-29 07:34:52
906949,C5l2SD8DspsQmFksFxKXBA,aHJ8Jqbadtw-ASIEYmYe6A,IORvbG2rAIVJ-1d148cCmg,4,4,3,3,"This is my usual spot after work just so I can dance my ass off. The price that I must pay to get in could be a little painful to my wallet($10-15) but if that's what is going to take for me to dance amongst half nakkid men, damnit you bet your miller light that I'll pay up. (disclaimer: the forementioned nakkid men are approximately 95% homosexual)

Honestly, there hasn't been a time where I stepped into this wonderful venue without having some sort of fun. I find that the crowd is always mainly good looking gay men and therefore this eliminates any toolbox trying to grind you down to the next R. Kelly beat unless you're another pretty boy dancing on the floor. (i.e., not me)

Pros: Good times! You can actually dance your ass off w/o any interference.
Cons: Cover charge(ridiculous!. $6 miller light....really?",2010-07-20 05:32:42
910041,DBp6HZdifWkrPJ5sgP6eOA,xyad5PXaHTdKrdNClXbMqQ,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,"Let me first start out by saying Pure is a nightclub.  

Last I knew, nightclubs weren't known for their cheery staff.  Most people that complain about the politeness of staff at a club that is open after hours have never worked in a nightclub and have never had to deal with all the 'beauty' that comes along with doing so.

So what.. you have to buy a membership.  If you don't like it, go home after two am... or do all your drinking before then.  Chances are that a stick in the mud needs water by that time anyway.

This place is fun.  Then again, you'd have to be fun to actually have it.  

Loosen up.",2009-01-28 03:02:51
910725,QHSjvLLh5VGtvu7M9Wt-UA,vDzJZHf1uF63LoG0DFZn2w,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,"On the show Queer as Folk, they used to have this club that they went to every night late into the morning where the drinks flowed, the beats cranked and hundreds of chiseled torsos writhed on the dancefloor and gave it to each other in the backroom.  More so than anyplace in Pittsburgh, Pure seems to be the place they had in mind.

I didn't stick around to see if the hypothesis is correct but its an enjoyable space if you can muster up the energy to party late on a week night.  Good music.  I imagine the place is super fun on the weekends. I didn't buy a membership and this seems like a downer having to ask a member to buy you a drink. It's like a disincentive to drink and its no way to treat adults.",2009-12-07 06:21:59
912190,lsUgKHJ6uxu-Q2oek_4o7A,RyJ6F5_U6jbMBSSW_HaFxg,IORvbG2rAIVJ-1d148cCmg,5,4,4,3,"I dont know whats NOT to like??

I'm not gay, but I always have fun at voyeur! 
I come here for Making Time parties because they bring in very talented bands/djs. 

Cover is no more then $10, $5 if you come on Thursdays. 
Drinks are cheap. MT parties usually have drink specials like $2 pbrs and well drinks, sometimes open bar from 10-11. Cant beat that!

3 floors. Artsy. Spacious. Very friendly and no creepy vibes.Open until 330.  Best soundsystem I've heard in the city. What am I missing?? Its just great all around.",2011-01-23 23:28:57
914820,P3ykD9GDGWKf2B7Ld8EDxQ,n9dKOZy3pYGXCQrLVgCAPA,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,"Ive been dropping by this space, off and on, over the past 15 years and for me, the dance floor downstairs has always been the reason to go to this club.  There are talented DJs spinning progressive house and fun underground club hits from the 90's on up and the crowd was on the dance floor really moving and living their lives. Some folks were creepin' but where easily avoidable and the bouncers were present but not overbearing. I wish that the C.U.N.T.Y beats didn't have to be only after-hours. Earlier would be LOVELY,but that's just me.",2013-11-22 22:15:24
916383,mMywr_K6Krf23BGic4Gc_A,LXvn-Wl2Sjzvl_7TxK-x6g,IORvbG2rAIVJ-1d148cCmg,4,1,0,6,"Went here with my pack of gays for the Lady Gaga afterparty because the dancing never stops. 

There was a cover of $5.00. They played Gaga remixes all night long. Lots of people from the concert there, lots of people dressed up, lots of men without any shirts. Danced my ass off. 

They stopped the action on the elevated platform to give us a little drag Gaga and Beyonce performance to Telephone. Perfect ending to a perfect night.",2010-09-19 15:59:05
935044,fDefotq_3cxVhUclG8XMpg,z67oNAZR_uHG84k3Dntckg,IORvbG2rAIVJ-1d148cCmg,3,6,8,2,"Voyeur is so sketch, but that's why you're here, right? There is no reason to go to Voyeur if any of the other bars are open. Voyeur is the spot you head because it's 2 in the morning and you haven't managed to drink yourself into a blackout yet, or because you haven't quite convinced the cute blonde in the cowboy hat to come home with you just yet. It can be stupidly expensive to walk in the door, but keep an eye out for bartenders giving out wristbands earlier in the evening to get a discount. Or if you've got boobs, just tell them you want to pay less. Why this works at a gay bar I have no idea. 

The main dance floor is usually playing house and is loud and full of people on ecstasy. They are entertaining as long as you don't mind being groped as you make your way to the bar for a drink. If you mind being groped under any circumstances you maybe shouldn't come here. There's a slightly quieter back bar on the main floor. Downstairs has kind of a loungey feel and is where you should take your too-drunk-also-crying friends to calm him down. Also if you lose someone and can't find them anywhere they are probably making out with someone on a barstool down here. Upstairs the line at the bar is usually shorter, and along the sides you can watch the main dance floor from above. The entertainment value is high. On the second floor the back room is usually playing hip-hop/rap/whatever the kids are calling it these days and there is more actual dancing (as compared with the vaguely rhythmic drug-fueled writhing downstairs). So what I'm saying is, something for everyone.",2011-09-11 17:14:58
936389,jWVFIkKn_WWAq2yQZjXChQ,TvOXyw4cLa7u26ZaVRqmbQ,IORvbG2rAIVJ-1d148cCmg,4,2,2,2,"Another item off my want to do in philly list.  I always meant to come to this venue when it was Pure and finally got here under the Voyeur MGMT.  In the last three weeks I have been three times....loving it!   My first two visits i had a free admission card and a few free drink cards...fun fun!  The sound system is awesome, the vibe is fun and the dancefloor is  crowded..but not too much at all.  Heard rumors they were open sun rising late on Saturday nights, but last weekend the lights came on promptly at 3:30-so a tad disappointed about that.  I will definitely be returning and the sooner the better!",2010-04-26 15:43:32
941841,9oBWo9yWvyLft4b8x6pJyQ,ei3O4gS4YaEfQW2vpDdYkA,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,"Went here on Tuesday night with some people I met in Olde City. Actually wound up running into old friends when I got there. Think I paid like $5 or so to get in; was really drunk among other things. Can't comment on drink prices as no money came out of my pocket there. Nice and strong, though. Met some cool people and danced. Definitely worth it.",2013-06-06 21:43:10
942329,gJjYuuJKFX1S0rheemcEqw,74O_lwaOMDEomqI06ph5NQ,IORvbG2rAIVJ-1d148cCmg,4,3,3,3,"oh Pure, where do i begin...

First time i went to Pure i just so happened to make friends with the bouncer outside of gay pizza, figuring out where to go for a good dance party. Well, the bouncer immediately became my best frnd (dkno why) and he rushed me into the club along with 3 of my friends. We didnt pay a cover, and we got free drinks all night. Those were the days of being treated like V.I.P (id recommend feeling the star status atleast once in your life). THAT was the best night @ PURE becuz it was my first time and i got to do what i wanted to do @ 18 haha

many other times at Pure were okay, but i cant stand the uber gay coked out dudes who already judging you even before you get INTO the club...

its NOT a gay club, just because it is in the gayborhood and the majority is a gay crowd, that does not mean it is a gay club....it is an AFTERHOURS CLUB. Has anyone ever been to NY? com on, there are amillion after hour clubs there, and all of them have a heavy hit of gay guys becuz gays love beats, drugs and non-conventional club closings.

for the whole rant Andrew T. went on about...NO ONE wants your ""gay"" club. MAKING TIME parties are thrown FOR ALL, not just for ""hipsters"" and indie kids. Its an afterhours club, and a great venue to have a party #1, so WHY not dance there? The BEST times @ Pure are the MAKING TIME parties anyways. The music, the DJ's, the people....all in good fun, the only problem you get is when gay guys and theyre hags eye u up and down like u dont belong becuz ur in a certain category. REALLY THO?. Grow up and enjoy your nights out, wheather its at a str8 or gay place. People just want to have a goodtime and also have the OPTION of not spending $8 on ONE, u hear me?!?! ONEEEEEE Yuengling (cheapest beer they had after PBR runs out) The whole ""hipster"" community is ambiguously gay newayz, so what the eff is the problem? You love your house music so much, so howbout giving alittle respect to the people who are keeping that music alive in the 215.....the ""hipsters""

FO SHO",2009-04-13 03:44:56
952981,8ozZj-5Lh8SXc-PBoj5rZA,6joXZxOmVkD43wTP6H-aOQ,IORvbG2rAIVJ-1d148cCmg,2,0,0,0,"I would have given this place 4 stars, but yikes - service at Voyeur sucks.

Except for the guy at the front desk area who gave me a $5 off drink coupon.  He was a sweetheart.  

Otherwise, my friends and I bought a number of drinks from the bar on the main floor right as you walk in.  We danced for a bit and my friend left to grab me a glass of water.

He came back with about half a glass that was gone in one sip and I said I would go back and just ask for more.  He told me not to.  I asked him why (at this point I'm completely parched) and he said that when he asked the bartender for water - the guy took a plastic cup and filled it with the soapy water they clean their dirty glasses with and gave it to my friend.  When my friend handed it back to him and said it wasn't acceptable, the bartender shrugged him off and gave him a new cup with about an inch of water in it.

We let one of the managers know - I'm sure nothing will be done about it, but that's just messed up.  

And the cover charge is ridiculous.

Otherwise, a pretty good dance scene and okay music.",2011-02-28 19:47:05
957492,i3fBMvJRZJ9N9x08nB-WaA,gyg-P3_kl2IJZ668n4GCUg,IORvbG2rAIVJ-1d148cCmg,3,5,3,3,"Ok so to start I am giving this place 3 just because I am a New Yorker and we have grown accustomed to places not allowing smoking inside, which Voyeur allowed. I was having a pretty bad week, and ended up going to Philadelphia where I had a grand ol' time. Voyeur is the place to be! We went after hitting up some other bars in the area and this was the only after hour spot to party. We got there and it was not crowded, and then suddenly- POOF! Everyone was in there. 
3 levels of dancing fun. The main and upstairs floors are huge and play the best pop hits. The lower level had more of a 70's vibe to it. 
It gets extremely crowded, but I didn't mind it since it's a gay bar and none of the guys were trying to inappropriately grind on this 5foot nothing little girl. 
The crowd was great, the music was blasting, and beautiful men were every where. I loved it- MINUS the heavy smell of smoke I left with, and some red, bloodshot eyes the next day- I had fun!",2014-03-25 12:54:25
960105,MQ1sqGlpRYP2huvSmoDn3A,OIBemHnM5AnNLCoShv9GDg,IORvbG2rAIVJ-1d148cCmg,5,2,0,1,"So I had a chance to visit Voyeur this past weekend. It can be referred to as a gay bar, but according to the bartender and by just looking around the room, its a pretty good mix of all parties. Had a great time. Awesome sound system, cool wrap around screen above stage center dance stage had music videos playing. Everyone was super friendly, can't really ask for more. and of course, its open til 330",2011-03-01 01:53:14
960238,8vLGuHWDppisgOF92MNJ4Q,Gonq8DOHTm_1uoKuG_pvJg,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,"I have always had the greatest time when at Pure.  And I'm a straight girl.  When people say that it is going to be uncomfortable for a woman to go there, I have to wonder how I have the polar opposite of that experience - every single time.   

One thing I feel is of paramount importance: I play it smart.  I know that it's absolutely more likely for a guy to be attended to quicker for a drink order.   I also know that if I'm waiting longer than I want, I can just ask a guy who is having more luck to get me a drink.  Just take matters into your own hands!  Ladies, you would do this at any bar.  Why not at a gay bar?     

The drinks are on the expensive side - you're paying for the experience but it's totally worth it.   I'd rather pay an extra dollar at Pure because I'm guaranteed a fantastic time.  I can head to any number of bars with cheaper drinks and get some greasy food somewhere else too, but when all is said and done, I'll remember the excellent times at Pure rather than the smaller amount on a tab for some other joint on a receipt crumpled up in the trash.

Fuzzy walls, fuzzy times, fabulous through and through.  This girl loves herself some Pure, good fun.",2009-09-28 00:46:46
972883,j_qSat2lJEVvQ37qGd-4Vg,Cf8Jw9yX8RrG-l4PQoMkuw,IORvbG2rAIVJ-1d148cCmg,3,2,3,2,"Not gonna lie, I've had a whole range of experiences here over the years. I remember back when this place was called Pure, which was when I had some of my most successful nights there. Most recently, I find that Voyeur is always a good time for the late-night dancing crowd. It's pretty much the last stop on many people's bar-hopping in the G'hood. I'm usually included in that group, which means that by the time I get to Voyeur, I've got a fairly epic buzz going on. Sometimes it works out in my favor, and other times I wake up on a bench in Penn's Landing. Oops!

Anyway, the venue is HUGE, obviously, which is good for backing your groove thing up on unsuspecting victims. I always seem to get pulled up on that big platform thing in the middle, which is just such a terrible idea. Ugh. Anyway, the drink prices are reasonable (I think), and I've never actually paid the cover so I don't know how much that runs. It's fun, but I actually try to not go there too much. Sometimes trying to push the night past the general 2:00am closing time is just not the right decision.",2012-03-25 18:54:03
976938,VmXWp9u75bEQ-UQgGQejUw,gcE_SsmngRWALhhRxYk45Q,IORvbG2rAIVJ-1d148cCmg,3,2,3,0,"I wish Frankie was here tonight,  he gets 5 stars,  as does Matt, head of security.  Tonight I came in right before last call and because neither of these new people, one is a manly female (appropriate) the other a tiny male, don't know me they ignored me for almost 20 minutes and then told me it's after 3 and they can't serve me. I'm a bartender. I come frequently at least call for 1 drink and 1 shot.  I know the ignoring game. I will only be visiting when I know Frankie is here. He treats people with respect and makes the night fun. I would recommend knowing when the good bartenders are here. PJ and Leslie were less than accommodating and left everything to be desired.",2015-04-27 07:20:29
979430,QgDCoEWE26ftLdnssgphLQ,806piRS5Ueod_7oNHQDW-Q,IORvbG2rAIVJ-1d148cCmg,2,6,19,4,"Making Time party.
Coked up feather earring girl,
Get me out of here. 

:(",2011-08-16 15:52:20
981541,R10M_RnzxoDabWvYioaTiQ,wCtRCI4imyI0WSByzDzQtA,IORvbG2rAIVJ-1d148cCmg,2,5,3,2,"Look, if you're looking to pay an obscene amount of money to get in, followed by even higher prices for drinks, only to listen to ok music while dying from the smoking indoors that is allowed, then by all means please check this place out. Otherwise, go to Woody's or the Barbary or really anywhere else.",2013-12-02 20:26:16
989488,J1ivP2iOupPfYVts6iYmlw,CbT3yOXi4Le8S9CGFeGDig,IORvbG2rAIVJ-1d148cCmg,1,3,0,0,"WATCH YOUR POCKETS.  Just like several other reviews, my friend's wallet and phone were stolen out of his pockets.  It was a fun night until we had to deal with the theft, which then ruined our night.  I WILL NOT BE RETURNING TO THIS VENUE.",2016-04-09 22:01:24
997527,obWuunP8s4bPFxg2cmi04g,yHC1u3PKsoS7LBimCux99Q,IORvbG2rAIVJ-1d148cCmg,1,6,1,0,"Were there a half a star!  Trash clients ruin what otherwise might be a capable after-hours club.  The 'classic' room downstairs (there are 3 levels) was a joy in which to dance...classic house, r&b and disco mixed to keep me on the floor for 2 hours.  I moved to the main (center entry-level) floor where today's trance and house are played and rude revelers abound.  Back bar service was shoddy and security is ineffective.  Sadly you are left to defend yourself against those who should have gone home hours ago. Trashed Trash is pervasive!",2015-07-05 07:40:28
1008838,rTIbyuhY1gD8Kji89YQjxQ,YckFePexqNfM2pKfriWQJQ,IORvbG2rAIVJ-1d148cCmg,3,0,0,0,"Went there for the frst time and I really enjoyed myself, nice place and good service.",2013-04-23 12:41:24
1019132,epKguhIU2KJhWFcisyze3A,DuwLDuacQWtKSIgB-sbvDg,IORvbG2rAIVJ-1d148cCmg,4,2,5,2,"The bathrooms are unisex, yet there are still urinals - rather prominently placed directly near the entrance to the bathroom.

I really enjoyed urinating right in front of a crowd of girls waiting for the stalls.  Most were disinterested, but some were intrigued.  

One star off a perfect score because some schmo-hawk tried to charge me $7 for a bottle of water.

ps. This place is RATHER APPROPRIATELY named 'Voyeur' now.  I visit primarily for the Making Time events.",2009-11-16 20:47:40
1019428,TCO8Z0YwqnPf5Q_vDZHw1w,eF8pBWrQJJe_y-RFPMFBSQ,IORvbG2rAIVJ-1d148cCmg,4,1,0,0,"I've been to Voyeur a handful of times now and always had a good time. It is unfortunate that it doesn't get busy until around 1:30, but if you're down for dancing by yourself, do it up.

There are three floors. The lowest level is a karaoke joint until 12am. There is a bit of a dance floor but the majority of the space is taken up by a huge bar. Every time I've gone, this floor has been pretty packed. 

The main level is top 40 / house. Whereas I generally enjoy this type of music, I've never really stayed on this floor too long. The mixes are always repetitive and drawn out. That's my own taste, though. It's just a bit light for me.

The top floor is urban and hip hop, much smaller, sweaty and, in my opinion, the most fun. The setup is a bit more low key than the main level, you can see the DJ on his Macbook, but it's dark and loud and everything a nightclub should be. 

Again, this club does not get busy until others start closing down. If you go early, the cover is $2 - $5. If you get there after 11 I think, it's $10 - $15. I don't drink but I've heard the drinks are a bit expensive. All in all, I've always had a good time.",2012-02-24 00:36:13
1026724,tpdJlAcVTbtUHo6-HMY-lQ,kIUDNNr0lCzYZ5WjNjsRAQ,IORvbG2rAIVJ-1d148cCmg,4,2,0,0,"I came to Voyeur a couple of years ago and I truly had a great time.  The music was on point and there is so much space to dance.  Friday night I was out with some friends and after the club we were at closed we decided to head to Voyeur for more dancing.  The 2am line to get in was absolutely insane.  It winded around the block and absolutely everyone in line was plastered.  (A woman in line in front of me literally came up and grabbed my chest multiple times and was too drunk to even care.)  When we finally got to the entrance me and my one friends got in and realized that our third friend was missing.  I went outside and she said, ""They won't let me in.""  I asked the bouncer what was wrong and he said she was ""visibly intoxicated.""  I yelled, ""Isn't EVERYONE??""  In comparison to boob grabbing woman and everyone else in line my friend was completely in control of herself.  He said she seemed ""a little wobbly.""  I just can't believe it.

UPDATE:  I had to move this rating up because despite my bad experience with my friend, this place is the damn best.  The best music for dancing I've experienced in Philadelphia and the best crowd.  I just really love it.",2015-12-20 14:45:31
1032411,ecDo1ABStrCGFhByyt0ttQ,RgDVC3ZUBqpEe6Y1kPhIpw,IORvbG2rAIVJ-1d148cCmg,4,18,26,15,"It's 2am, the bar has closed, and it's a choose your own adventure situation. You can either:

1) Watch amateur strippers @ The Republican. Note: the girls are gross and it's very smokey.

2) Eat a western omelet at Midtown Diner.

3) Join the sausage party at Ruba Hall. Note: the old man owner gets really grumpy at 330.

4) Join the shirtless gay men at Vouyer for a continued dance party.

My selection varies depending on the night, but this past Friday when I checked out the Making Time party at Vouyer, I was met with a floor full of people just as enthusiastic as I was when the DJ transitioned from MGMT's ""Kids"" to The Waitresses' ""Christmas Wrapping."" 

Imagine my excitement when I got to publicly cut a rug to music that's typically reserved for weekday nights spent practicing dance moves to a disengaged mirror.",2009-12-21 05:24:57
1033172,d2Kthlu4OzBrk-B_gWWWAQ,Ytz8t9J06DB8wMez8lz9Hg,IORvbG2rAIVJ-1d148cCmg,4,0,0,0,It used to be my every Friday's spot. Love the vibe there. Nice place to hang out with friends. I am not a fan of the music there though -- some of them are so old and corny.,2019-03-28 16:20:52
